work_id,rating,count,total_ratings,percent
17329122,1,12,2305,0.5206073752711496
1459650,1,103,16028,0.6426254055403045
1387258,1,99,5566,1.7786561264822136
26419465,1,2,869,0.23014959723820483
2204766,1,19,4129,0.4601598449987891
13323925,1,46,5187,0.8868324657798342
923028,1,254,11591,2.1913553619187303
1234312,1,527,8633,6.104482798563652
6535481,1,42,3499,1.200342955130037
990233,1,125,22934,0.5450422952821139
591409,1,137,7608,1.8007360672975814
821853,1,164,4337,3.7814157251556373
6819244,1,43,9171,0.4688692618035111
13820632,1,405,6064,6.678759894459104
6258392,1,494,36917,1.3381369016984046
3227218,1,44,688,6.395348837209303
3034636,1,139,4023,3.4551329853343278
1039648,1,744,7731,9.623593325572372
14440156,1,278,5985,4.644945697577277
3378802,1,2841,29297,9.6972386251152
13930231,1,74,1902,3.890641430073607
15999476,1,11,1905,0.5774278215223096
1416976,1,56,2976,1.881720430107527
2084812,1,189,4277,4.4189852700491
3494969,1,168,4463,3.764284113824781
751988,1,169,2866,5.89672016748081
954484,1,38,911,4.171240395170143
14665497,1,87,1327,6.556141672946496
1392773,1,37,3864,0.9575569358178054
1229585,1,151,7182,2.102478418267892
74046,1,62,1732,3.5796766743648964
924766,1,613,17318,3.5396697078184545
1115542,1,82,3250,2.523076923076923
3032855,1,69,5080,1.358267716535433
1814838,1,1082,18038,5.998447721476882
6642936,1,85,10498,0.8096780339112212
2934614,1,63,2790,2.258064516129032
4911,1,522,10322,5.057159465219919
1379592,1,1080,27101,3.9850928010036526
4733113,1,60,5800,1.0344827586206897
2792,1,58,18400,0.31521739130434784
2270807,1,460,18585,2.4751143395211193
18650,1,353,15593,2.263836336817803
2534895,1,132,7229,1.8259786969152025
1424366,1,76,4071,1.8668631785802015
6591171,1,1,344,0.29069767441860467
10441968,1,142,20886,0.6798812601742794
3298883,1,6441,104979,6.135512816849084
32482,1,60,4505,1.3318534961154271
1246404,1,58,8137,0.7127934128057023
13020932,1,10,1859,0.5379236148466917
324194,1,41,3420,1.198830409356725
870472,1,417,6146,6.784900748454279
374973,1,124,5490,2.2586520947176685
17329123,1,11,2243,0.490414623272403
12426894,1,18,1459,1.233721727210418
39999,1,213,11119,1.9156398956740712
187711,1,1169,18740,6.237993596584845
3787033,1,35,8796,0.3979081400636653
16511713,1,365,15656,2.3313745528870724
3231480,1,427,4993,8.551972761866613
2960727,1,172,49724,0.34590941999839114
688860,1,33,5010,0.6586826347305389
3356743,1,445,16511,2.695172915026346
924688,1,311,31278,0.9943090990472537
25148026,1,119,6309,1.8861943255666507
1082228,1,106,12150,0.8724279835390947
25701336,1,39,1602,2.4344569288389515
202464,1,87,3516,2.474402730375427
1928161,1,595,11173,5.325337868074823
1200321,1,38,14011,0.27121547355649134
844184,1,492,40747,1.2074508552776893
2967374,1,245,10641,2.302415186542618
3038817,1,71,10872,0.6530537159676233
81401,1,482,16480,2.924757281553398
54759820,1,455,12053,3.7749937774827846
525587,1,8,1715,0.46647230320699706
18154368,1,97,16662,0.5821630056415796
1792411,1,58,2174,2.667893284268629
1387985,1,98,15059,0.6507736237465968
4595372,1,42,15569,0.2697668443702229
1698960,1,53,14614,0.36266593677295744
4574398,1,20,5427,0.3685277317118113
725380,1,792,42394,1.8681888946549041
280092,1,99,43533,0.22741368616911306
6216413,1,97,2131,4.551853589863914
843533,1,139,4780,2.907949790794979
1779383,1,364,46617,0.7808310273076345
10912,1,67,3891,1.7219223849910048
343133,1,46,1615,2.848297213622291
14865137,1,223,6781,3.2886005014009734
12462257,1,328,15255,2.1501147164863976
1393624,1,130,2271,5.7243505063848525
4057187,1,565,27137,2.082028227143752
1231880,1,1056,72168,1.4632524110409046
2764239,1,1488,12366,12.03299369238234
3441557,1,41,1299,3.1562740569668977
21599077,1,2012,43692,4.604962006774695
449499,1,109,41159,0.2648266478777424
29303,1,908,54905,1.6537655951188417
2164522,1,259,10494,2.4680769963788833
6570102,1,58,11005,0.5270331667423898
16266538,1,345,27589,1.2504983870383124
1268509,1,159,9018,1.763140385894877
3805,1,1926,29215,6.592503850761595
535245,1,1120,103628,1.0807889759524454
16091023,1,1530,16756,9.13105753163046
1354553,1,191,7393,2.5835249560394966
1770059,1,396,13314,2.974312753492564
40578,1,96,9039,1.0620643876535016
16384520,1,441,16743,2.6339365705070774
37584,1,248,4844,5.119735755573906
5089273,1,40,4622,0.865426222414539
1178254,1,83,5740,1.4459930313588851
3145862,1,374,11343,3.297187692850216
68894,1,911,72068,1.264083920741522
3342061,1,234,9783,2.391904323827047
3102430,1,256,9878,2.591617736383883
2802,1,17,13190,0.12888551933282788
348441,1,81,2815,2.8774422735346357
219261,1,55,7993,0.6881020893281621
507560,1,36,6604,0.5451241671714113
3164888,1,1036,80428,1.2881086188889441
2428950,1,74,6762,1.0943507837917774
2937863,1,520,13879,3.7466676273506736
47482088,1,10,871,1.1481056257175661
3317593,1,232,8892,2.6090868196131356
1692879,1,326,23394,1.3935197059074975
13105229,1,483,11431,4.225352112676056
3295041,1,930,63528,1.4639214204760105
77956,1,16,849,1.884570082449941
6580929,1,171,1696,10.08254716981132
324444,1,56,10862,0.5155588289449456
1024827,1,670,53186,1.2597300041364268
2812184,1,104,17049,0.6100064519913191
1494234,1,124,42506,0.2917235213852162
55259161,1,67,3889,1.722807919773721
3301398,1,888,127990,0.6938042034533948
604574,1,22,5020,0.4382470119521913
113746,1,463,43828,1.0564022998996077
239391,1,28,2663,1.0514457378895983
285262,1,27,4618,0.5846686877436119
57612,1,1426,99994,1.4260855651339082
2959456,1,496,24254,2.04502350127814
3032006,1,106,7849,1.350490508345012
39678,1,466,24676,1.8884746312206193
55654520,1,6,461,1.3015184381778742
418854,1,211,35391,0.5961967731909242
7295297,1,20,4485,0.4459308807134894
1001813,1,98,21410,0.4577300326950024
1203625,1,83,9768,0.8497133497133497
2883783,1,7910,429156,1.8431526065113852
1033961,1,385,23236,1.6569116887588224
16882433,1,150,9524,1.5749685006299874
31912,1,199,18232,1.0914874945151383
1969260,1,120,6994,1.7157563625965113
1271370,1,443,18791,2.3575115746900113
2588003,1,41,4657,0.8803951041442989
1065641,1,32,6581,0.4862482905333536
6609046,1,217,15175,1.42998352553542
1294681,1,445,16603,2.68023851111245
972626,1,100,10669,0.9372949667260287
1167706,1,402,35159,1.1433772291589637
5359599,1,53,12630,0.41963578780680916
1174530,1,23,3627,0.6341328921974083
2721970,1,62,11425,0.5426695842450766
505863,1,48,2940,1.6326530612244898
1835542,1,895,56440,1.5857547838412474
10490,1,64,7500,0.8533333333333334
7244169,1,124,6917,1.792684689894463
2741369,1,188,19487,0.9647457279211782
1035516,1,99,6931,1.4283653152503246
859452,1,126,18186,0.6928406466512702
7878805,1,55,12087,0.455034334408869
1070686,1,857,56900,1.5061511423550087
47307372,1,18,1037,1.7357762777242043
24839,1,356,30337,1.1734845238487657
6544517,1,10,935,1.06951871657754
590167,1,76,30760,0.247074122236671
1567538,1,411,30758,1.336237726770271
390308,1,19,5612,0.33856022808268
3100234,1,722,87100,0.8289322617680827
6188274,1,77,4506,1.708832667554372
56563,1,244,10947,2.2289211656161507
496436,1,263,21709,1.2114791100465245
1234238,1,159,27795,0.5720453318942256
962014,1,44,3697,1.1901541790641061
1060680,1,31,5722,0.541768612373296
1068574,1,244,36933,0.6606557820918961
54959976,1,22,2138,1.028999064546305
1795311,1,553,39042,1.4164233389682905
3049974,1,73,16049,0.4548570004361642
2327623,1,813,61761,1.3163646961674844
613469,1,3707,271024,1.3677755475529842
688865,1,43,5013,0.8577697985238381
6179606,1,306,10473,2.92179891148668
3204998,1,910,70920,1.2831359278059786
1498113,1,1509,67348,2.2406010571954624
1090709,1,297,12577,2.36145344676791
2234336,1,1279,50161,2.5497896772392896
10980742,1,309,18241,1.6939860753248177
2998370,1,66,10674,0.6183249016301293
373645,1,66,2862,2.3060796645702304
6985333,1,180,8006,2.248313764676493
4032307,1,141,11819,1.1929943311616888
41342119,1,2218,51099,4.340593749388442
45332,1,626,25036,2.500399424828247
9100833,1,55,4661,1.1800042909246944
21430714,1,127,15103,0.8408925379063762
892448,1,703,29684,2.368279207653955
16927923,1,89,5973,1.4900385066130921
695954,1,74,2505,2.9540918163672654
2338528,1,534,16696,3.1983708672735984
2543266,1,791,34682,2.2807219883513064
21432436,1,94,4349,2.1614164175672568
1807125,1,78,13894,0.5613934072261408
79985,1,162,9475,1.7097625329815302
2630133,1,500,27790,1.7992083483267363
1176319,1,40,2950,1.3559322033898304
3344773,1,454,25558,1.7763518272165273
2861842,1,201,15271,1.316220286818152
3049282,1,86,8783,0.9791642946601389
2475001,1,59,6442,0.9158646383110836
13451574,1,201,8777,2.2900763358778624
62503,1,58,6528,0.8884803921568627
6117193,1,57,1708,3.337236533957846
1254155,1,1723,108132,1.5934228535493655
6724608,1,363,18081,2.0076323212211715
3044222,1,110,11156,0.9860164933667981
13675590,1,106,7256,1.4608599779492832
49563,1,98,3265,3.0015313935681474
2876659,1,250,3986,6.271951831409934
4037948,1,117,7128,1.6414141414141417
1008826,1,166,13136,1.2637028014616323
1128304,1,24,2689,0.8925251022685012
10460849,1,6,184,3.260869565217391
1904439,1,99,8113,1.2202637741895723
2239286,1,61,4779,1.2764176605984516
40236336,1,16,1391,1.1502516175413373
288738,1,1564,87273,1.7920777330904174
10010357,1,52,3320,1.566265060240964
1144054,1,301,13928,2.1611143021252155
1322641,1,243,6261,3.881169142309535
2293955,1,44,3200,1.375
522793,1,25,2122,1.17813383600377
4341875,1,143,5622,2.543578797580932
87868,1,42,1199,3.5029190992493744
1043652,1,201,25730,0.7811892732219199
11259924,1,348,16787,2.0730327038780008
3132696,1,418,13468,3.103653103653104
1818591,1,239,11205,2.13297634984382
1165554,1,3343,97742,3.420228765525567
950242,1,127,3596,3.531701890989989
3131771,1,123,13774,0.8929867866995789
2221950,1,78,14082,0.5538985939497231
38750,1,99,8566,1.155731963576932
3242779,1,847,33168,2.553666184273999
944262,1,968,31704,3.0532424930608126
815591,1,1808,82058,2.2033196032074875
3141,1,120,3918,3.0627871362940278
49589,1,191,3958,4.8256695300656895
1308220,1,46,1618,2.843016069221261
284318,1,183,5789,3.161167731905338
925083,1,96,4089,2.347762289068232
132303,1,166,6475,2.563706563706564
1279294,1,26,654,3.9755351681957185
116061,1,548,24715,2.217276957313372
13367518,1,107,8862,1.2074023922365154
2933393,1,80,10575,0.7565011820330969
340756,1,125,5715,2.1872265966754156
838999,1,184,14058,1.3088632806942666
3311862,1,979,45025,2.1743475846751807
1290335,1,334,19858,1.6819417866854667
2773283,1,116,8742,1.3269274765499885
2934013,1,52,6587,0.7894337331106724
1882717,1,316,26073,1.2119817435661413
2191062,1,862,65112,1.323872711635336
22786,1,340,30226,1.124859392575928
2309114,1,88,5199,1.6926331986920562
565019,1,68,7375,0.9220338983050848
3567627,1,169,10436,1.6193944039862014
2494832,1,12,1622,0.7398273736128237
44775,1,764,77430,0.9866976624047527
1872003,1,832,52818,1.5752205687455036
1987778,1,2435,123782,1.9671680858283112
4809336,1,413,29517,1.3991936849950874
3821158,1,472,42015,1.123408306557182
1098801,1,90,6013,1.4967570264427075
15254937,1,473,45322,1.0436432637571158
595377,1,21,1108,1.895306859205776
769132,1,834,21489,3.8810554237051513
2748,1,89,4167,2.1358291336693065
838097,1,793,71409,1.1105042781722192
13003225,1,34,2106,1.6144349477682813
232934,1,74,4686,1.579172001707213
2422982,1,238,14555,1.6351769151494333
16833928,1,19,943,2.014846235418876
1544116,1,81,3433,2.359452374016895
490324,1,2404,299856,0.8017181580491969
593458,1,25,3552,0.7038288288288288
6343965,1,122,8435,1.4463544754001185
176454,1,67,5535,1.2104787714543812
1040567,1,79,14109,0.5599262881848466
2063986,1,711,40531,1.7542128247514248
891152,1,142,17488,0.8119853613906679
3007313,1,210,10176,2.063679245283019
2465248,1,187,15042,1.2431857465762532
22710,1,72,5667,1.270513499205929
56654039,1,318,12112,2.6254953764861293
235647,1,156,9991,1.5614052647382644
817492,1,93,4773,1.9484600879949718
867141,1,74,5054,1.4641867827463395
6627040,1,428,34377,1.2450184716525583
66048,1,269,11458,2.3477046604992147
13183776,1,42,2677,1.5689204333208817
347193,1,27,6886,0.39209991286668605
2536975,1,102,7821,1.3041810510164942
1045053,1,168,13397,1.254012092259461
124755,1,33,5451,0.6053935057787562
6763489,1,27,3761,0.7178941770805637
2119206,1,121,17877,0.6768473457515243
56947505,1,11,854,1.288056206088993
22852,1,322,49842,0.6460414911119137
2085667,1,403,14823,2.7187478917897865
2309,1,337,35352,0.9532699705815795
1325197,1,104,10516,0.9889691898060099
9258803,1,50,4487,1.1143302874972143
2946564,1,520,54195,0.9594981086816126
160962,1,665,53907,1.2336060251915335
592333,1,90,3787,2.3765513599155006
3245408,1,788,58372,1.3499623106969096
1835674,1,397,76537,0.5187033722251982
2164503,1,391,23575,1.6585365853658538
3246364,1,50,5099,0.9805844283192783
16845778,1,2522,84032,3.001237623762376
2261682,1,12,3633,0.3303055326176713
6988913,1,83,8493,0.9772754032732839
882031,1,165,11152,1.4795552367288378
1107935,1,205,52319,0.3918270609147729
108557,1,187,14214,1.3156043337554524
56398,1,103,3893,2.645774466992037
2789370,1,493,60689,0.8123383150159008
1413831,1,153,16481,0.9283417268369638
2644551,1,20,3711,0.5389382915656158
1154594,1,444,15239,2.913577006365247
860,1,42,4674,0.8985879332477535
1435094,1,142,18056,0.7864421798848028
3119175,1,645,32229,2.001303174159918
4854716,1,541,18147,2.981209015264231
679298,1,25,1428,1.7507002801120448
86428,1,300,23013,1.303611002476861
75443,1,675,27838,2.4247431568359796
353433,1,21,1425,1.4736842105263157
54329,1,36,3132,1.1494252873563218
2252902,1,84,8558,0.9815377424631924
13479034,1,141,4566,3.088042049934297
2842871,1,290,23908,1.2129831018905806
1431237,1,15,4504,0.3330373001776199
1768265,1,29,4412,0.657298277425204
1935630,1,271,21745,1.2462635088526097
3148586,1,491,32120,1.5286425902864258
589761,1,33,3057,1.0794896957801767
3154548,1,998,144619,0.6900891307504546
62360,1,281,61146,0.4595558172243483
182874,1,13,446,2.914798206278027
3349824,1,501,55816,0.8975920882900961
3079132,1,1352,91438,1.4785975196307881
6520850,1,359,35535,1.0102715632475026
1098834,1,116,13628,0.8511887290871734
3035972,1,615,27681,2.221740544055489
265218,1,137,11382,1.2036548936917941
964487,1,542,24062,2.2525143379602692
1167068,1,761,51719,1.4714128270074827
356797,1,145,6119,2.3696682464454977
74194,1,25,5618,0.44499822000711997
1470371,1,2200,180520,1.2187015289164636
2100943,1,204,20898,0.9761699684180305
2530485,1,35,5414,0.6464721093461396
6295253,1,172,25074,0.6859695301906358
2702382,1,440,19850,2.216624685138539
50388100,1,38,2512,1.5127388535031847
1074362,1,97,4993,1.9427198077308232
538777,1,391,14438,2.7081313201274413
589967,1,35,5188,0.6746337702390132
3346508,1,61,3513,1.7364076288072874
5725966,1,667,49247,1.3543972221658171
9834775,1,43,1938,2.218782249742002
6982184,1,366,32656,1.1207741303282706
1180927,1,7078,369929,1.9133401274298583
1574773,1,88,8792,1.0009099181073704
1085107,1,41,2313,1.772589710332901
672101,1,68,4485,1.516164994425864
10352,1,2962,84547,3.503376819993613
847810,1,18,1913,0.9409304756926294
1971553,1,263,25645,1.0255410411386234
5054480,1,60,2214,2.710027100271003
3267280,1,304,39995,0.7600950118764845
477658,1,22,1391,1.5815959741193386
56199,1,35,2836,1.2341325811001411
449577,1,137,9041,1.5153191018692622
968512,1,287,53263,0.5388355894335655
2269930,1,78,8043,0.969787392763894
5946,1,74,11828,0.6256340886033142
1470436,1,92,7562,1.216609362602486
1110983,1,768,93336,0.8228336333247621
1180015,1,149,13377,1.1138521342602976
18333180,1,276,21700,1.271889400921659
442705,1,345,27715,1.2448132780082988
41930,1,206,10332,1.9938056523422378
676413,1,25,956,2.615062761506276
13260795,1,10,2435,0.41067761806981523
1741395,1,121,2838,4.263565891472868
1345521,1,130,12055,1.0783907092492742
891282,1,161,16141,0.997459884765504
27777,1,1518,43349,3.5018108837574107
6374255,1,107,21903,0.4885175546728759
1521035,1,259,20547,1.2605246508006036
137034,1,117,19849,0.589450350143584
62952,1,72,26663,0.2700371301053895
1799438,1,656,53047,1.2366392067411918
210517,1,227,25488,0.890615191462649
104,1,253,17761,1.4244693429424018
6626240,1,129,7979,1.6167439528763003
202948,1,152,5219,2.912435332439165
17097257,1,144,6327,2.275960170697013
980279,1,41,3817,1.074141996332198
1774048,1,571,33024,1.7290455426356588
1411431,1,22,3543,0.6209427039232289
62899,1,73,24034,0.3037363734709162
58337,1,47,3885,1.2097812097812097
69154,1,52,1698,3.0624263839811543
3944773,1,160,14420,1.1095700416088765
2157806,1,1890,60159,3.1416745624096145
1352373,1,63,14408,0.4372570794003331
2313023,1,428,36905,1.1597344533261076
1214874,1,200,11376,1.7580872011251758
15481483,1,18,1833,0.9819967266775778
5835698,1,45,1329,3.3860045146726865
1019987,1,631,45953,1.3731421234739842
2436148,1,179,19547,0.9157415460172915
2943621,1,59,6899,0.855196405276127
2617538,1,23,3551,0.6477048718670797
550448,1,224,6276,3.5691523263224987
170285,1,40,3913,1.0222335803731153
6490729,1,133,30175,0.4407622203811102
108348,1,38,2327,1.633003867640739
1693257,1,363,23456,1.5475784447476124
415346,1,69,6355,1.0857592446892212
835943,1,136,4562,2.9811486190267424
895405,1,154,6974,2.2082018927444795
1755348,1,787,43088,1.8264946156702562
1206777,1,30,8463,0.3544842254519674
2288775,1,132,31266,0.42218384187296104
1602338,1,923,89471,1.0316191838696338
901952,1,752,91120,0.8252853380158033
24152432,1,122,16380,0.7448107448107448
1041558,1,9547,453422,2.1055440627053827
2067752,1,706,88616,0.7966958562787759
1877624,1,721,176605,0.4082557118994366
752200,1,165,7092,2.3265651438240273
3078186,1,22061,1025254,2.151759466434659
879764,1,167,36438,0.4583127504253801
1310732,1,91,2093,4.3478260869565215
760678,1,383,37998,1.007947786725617
49879,1,228,4831,4.719519768163941
2217654,1,164,11950,1.3723849372384938
69587,1,61,14121,0.43198073790808017
1810634,1,833,140513,0.5928277098916115
1048525,1,894,88180,1.0138353368110684
2566190,1,427,26202,1.6296465918632166
2393951,1,514,47099,1.0913182870124631
1552134,1,4706,387696,1.2138376459906732
817164,1,1537,84418,1.8207017460731123
1565818,1,47298,1022322,4.626526671635746
3244642,1,32031,1334710,2.3998471578095617
1659113,1,4333,53653,8.075969656869141
